user_id,name,age,gender,location,latitude,longitude,interests,about_me,relationship_goal,personality,MBTI,education_level,occupation,zodiac_sign,height_cm,body_type,languages_spoken,dating_preference,photo_count,is_verified,is_premium_user,daily_active_minutes,last_login,likes_received,likes,blocked,swipes,messages_sent,response_rate,signup_date,negative_samples
763,Amy Craig,19,Non-binary,Dallas,33.749001,-84.387978,"cooking, reading, sports",Economy reduce bank allow write team white.,Networking,Extrovert,ESFJ,Master’s,Media planner,Scorpio,196,Athletic,Mandarin,Men,1,False,False,29,2024-03-27,73,"[836, 256, 923, 216, 966, 453, 709, 561, 41, 25]","[171, 635, 889, 968, 65, 304, 511, 374]",134,83,0.72,2023-04-06,"[560, 714, 381, 121, 327, 358, 607, 951, 258, 369, 42, 925, 274, 430, 787, 300, 825, 345, 841, 658]"
764,Diana Burns,37,M,San Diego,42.331427,-115.139832,"cooking, technology, travel",Laugh leave sport experience kind democratic street shake southern level heavy ago.,Networking,Introvert,INFJ,Master’s,"Teacher, music",Virgo,178,Slim,"French, Spanish, Hindi",Men,5,True,True,6,2024-03-08,51,"[249, 999, 356, 891, 643, 738, 819, 943, 10, 791, 748, 793, 254, 82]","[683, 760, 931, 560, 658]",197,35,0.47,2023-08-22,"[962, 156, 978, 73, 484, 653, 373, 372, 367, 451, 851, 493, 670, 194, 143, 717, 526, 414, 649, 558, 137, 812, 964, 609, 779, 773, 343, 236]"
765,Russell Brown,34,Non-binary,Austin,47.606209,-122.332069,"technology, fitness, sports",Star attorney ground degree base world check but arrive.,Long-term,Ambivert,ESFJ,High School,Mudlogger,Libra,182,Slim,"French, Mandarin",Everyone,4,False,True,71,2024-03-25,59,"[77, 398, 130, 432, 921, 898, 355, 513, 44, 123, 134, 503, 161, 661, 755]","[966, 15, 853, 854, 174, 515, 29, 105]",496,21,0.3,2023-10-06,"[484, 16, 926, 981, 688, 984, 874, 495, 784, 89, 219, 699, 692, 885, 596, 531, 307, 59, 201, 532, 754, 894, 159, 536, 663, 746, 799, 269, 302, 832]"
766,Danielle Serrano,41,M,Tampa,47.606209,-83.045753,"technology, gaming, travel",Air cover visit medical career option such popular best.,Networking,Extrovert,ISTJ,PhD,Secondary school teacher,Sagittarius,182,Slim,"Hindi, English",Everyone,1,False,True,111,2024-03-05,59,"[429, 601, 357, 747, 607]","[720, 469, 401, 378, 642, 692, 344, 807]",478,90,0.56,2024-01-06,"[517, 239, 588, 727, 877, 450, 395, 219, 346, 546]"
767,James Nolan,46,Non-binary,Indianapolis,37.338208,-82.998794,"art, cooking, photography",Provide trip it amount deal whom control.,Long-term,Ambivert,INTP,PhD,Immigration officer,Gemini,158,Slim,Spanish,Men,2,True,True,26,2024-03-14,62,"[552, 709, 686, 678, 810, 751, 470, 956, 951, 461, 736, 242]","[384, 379, 761, 93, 377]",54,44,0.29,2023-11-14,"[184, 234, 696, 171, 882, 740, 243, 680, 908, 55, 328, 48, 883, 804, 556, 583, 683, 377, 589, 809, 533, 963, 534, 934]"
768,William Clark,37,Non-binary,Los Angeles,27.950575,-121.886329,"art, sports, cooking",Specific current art own stage event lay fly ground class memory.,Networking,Extrovert,ENTP,PhD,"Runner, broadcasting/film/video",Pisces,161,Athletic,English,Everyone,2,True,False,17,2024-03-26,14,"[605, 732, 950, 259, 570, 579, 464, 110, 70, 571, 119, 87, 360, 242, 256]","[253, 523, 861, 81, 340, 576]",459,89,0.61,2024-01-21,"[340, 952, 888, 146, 131, 284, 247, 659, 784, 533, 971, 303, 709, 704, 812, 57, 255, 364, 913, 703, 718, 594, 401, 775, 733, 910, 17, 577, 724, 876]"
769,Dave Smith,23,M,San Antonio,42.331427,-122.332069,"technology, cooking, reading",Project hard recognize never feeling painting daughter this around product.,Casual Dating,Ambivert,ESTP,Master’s,Dancer,Virgo,178,Average,"Spanish, English, Hindi",Men,1,True,False,15,2024-03-02,75,"[947, 709, 336, 685, 822, 571]","[686, 645, 754, 457, 58, 8, 570]",488,83,0.74,2023-12-14,"[818, 972, 1, 297, 292, 780, 944, 740, 883, 249, 933, 912]"
770,Debra Baxter,34,F,Raleigh,47.606209,-122.332069,"sports, music, art",Themselves opportunity ball experience behavior run direction difference seven lead boy least that.,Casual Dating,Introvert,ENFP,Bachelor’s,Contracting civil engineer,Virgo,161,Curvy,Hindi,Men,6,False,True,10,2024-03-08,87,"[407, 19, 536, 854, 181, 265, 231, 640, 683, 555, 593, 238]","[819, 35, 606, 848, 817, 869, 915]",71,47,0.8,2024-03-17,"[307, 422, 763, 169, 314, 419, 340, 608, 838, 106, 461, 661, 538, 875, 850, 988, 332, 409, 937, 548, 500, 632, 374, 759]"
771,Seth Schroeder,44,M,Boston,25.76168,-111.891047,"sports, gaming, reading",Compare scene kind particularly majority set practice test some front.,Long-term,Ambivert,INFJ,Master’s,English as a foreign language teacher,Sagittarius,178,Average,English,Men,1,False,False,43,2024-03-10,2,"[708, 59, 626, 620, 518, 456, 612, 63, 489]","[899, 677, 417, 860, 634, 48, 110, 49, 518, 619]",166,87,0.86,2023-07-16,"[548, 647, 215, 46, 274, 189, 510, 329, 22, 718, 716, 270, 553, 763, 852, 796, 961, 880]"
772,Michael Alvarez,30,Non-binary,Indianapolis,40.712776,-81.379234,"cooking, travel, photography",Weight option mind data put situation night entire talk.,Friends,Extrovert,INFJ,High School,Chief Marketing Officer,Libra,182,Average,"French, Spanish, Mandarin",Women,4,True,False,113,2024-03-18,22,"[678, 30, 326, 229, 298, 561, 872, 531, 525, 338, 560, 158, 61]","[376, 78, 269, 668, 72, 341, 235, 896, 684]",49,36,0.67,2023-08-16,"[228, 236, 211, 579, 907, 458, 864, 987, 686, 922, 854, 162, 805, 603, 256, 306, 884, 237, 204, 367, 829, 784, 738, 801, 197, 141]"
773,Jorge Lee,40,F,Raleigh,25.76168,-95.369804,"photography, travel, music",Analysis energy cultural more since year.,Networking,Extrovert,ENTP,Bachelor’s,Paediatric nurse,Aquarius,160,Curvy,"English, Mandarin",Women,3,False,True,106,2024-03-19,79,"[57, 909, 981, 580, 160, 357, 337, 995]","[724, 427, 848, 722, 927, 226, 311, 441]",471,49,0.73,2024-01-05,"[821, 524, 569, 428, 235, 637, 682, 602, 304, 927, 204, 59, 866, 293, 472, 432]"
774,Sue Mccormick,39,M,Kansas City,39.952583,-122.678448,"travel, fitness, art",Sell rich success foreign say child writer.,Casual Dating,Extrovert,ISFJ,High School,Prison officer,Cancer,191,Average,"English, Hindi, Mandarin",Everyone,5,False,False,92,2024-03-27,83,"[519, 465, 547, 564, 718, 41, 530, 267, 50, 809, 573, 300, 595]","[649, 19, 420, 192, 608, 826]",419,14,0.37,2023-10-31,"[511, 432, 813, 917, 716, 218, 605, 130, 782, 303, 787, 673, 794, 219, 351, 615, 474, 338, 216, 793, 67, 685, 304, 95, 942, 462]"
775,Mrs. April Kelly,18,Non-binary,Dallas,38.581572,-86.158068,"sports, gaming, technology",Play pull certainly event deep civil staff purpose.,Casual Dating,Extrovert,ENFP,High School,Training and development officer,Sagittarius,200,Average,"Mandarin, Spanish, French",Men,1,False,False,90,2024-03-20,15,"[620, 308, 558, 887, 991, 250, 656, 31, 959, 451, 981, 694, 534]","[259, 60, 922, 529, 723, 854]",173,89,0.78,2023-01-14,"[771, 482, 779, 912, 478, 794, 751, 655, 178, 588, 327, 188, 845, 111, 933, 396, 874, 88, 211, 200, 628, 569, 232, 458, 609, 427]"
776,Amanda Mills,38,M,Los Angeles,32.715736,-112.074036,"sports, music, gaming",Choose politics lot right least environmental leader reduce one if south leg.,Casual Dating,Ambivert,ESFJ,High School,Clinical molecular geneticist,Aquarius,177,Athletic,"Spanish, English",Men,6,False,True,79,2024-03-04,21,"[507, 21, 937, 373, 126, 491, 370, 223, 81, 173, 15]","[129, 282, 722, 246, 58, 54, 995, 693]",191,2,0.64,2023-01-01,"[248, 875, 296, 465, 676, 599, 649, 397, 729, 253, 323, 661, 246, 20, 529, 970, 228, 307, 679, 779, 179, 955]"
777,Keith Moreno,36,M,New York,29.424122,-80.19179,"sports, travel, gaming",Have standard return fly resource happen arm no interesting.,Friends,Introvert,INFJ,PhD,"Production assistant, television",Sagittarius,175,Athletic,Mandarin,Women,1,True,False,71,2024-03-03,18,"[864, 685, 386, 808, 585, 398, 890, 419, 43, 357, 885]","[533, 309, 551, 499, 59, 839, 417]",465,73,0.81,2023-06-30,"[672, 734, 447, 836, 519, 374, 359, 52, 580, 517, 322, 515, 856, 18, 290, 807, 962, 777, 35, 281, 168, 747]"
778,Kyle Moss,44,Non-binary,Philadelphia,39.961176,-97.743061,"gaming, cooking, travel",Speak nature ten office face boy require relate improve.,Networking,Ambivert,ESTP,Master’s,Podiatrist,Taurus,155,Average,"French, English, Hindi",Men,3,False,False,25,2024-03-19,4,"[591, 886, 670, 312, 289, 647, 498, 561, 382, 948]","[406, 353, 88, 542, 342]",257,14,0.46,2023-03-04,"[135, 720, 108, 163, 644, 985, 537, 479, 292, 315, 186, 775, 521, 934, 10, 892, 169, 756, 235, 710]"
779,David Williamson,30,Non-binary,Las Vegas,39.739236,-87.629799,"music, gaming, cooking",Employee also law director hour model stock final great including body.,Long-term,Ambivert,INTP,PhD,Cartographer,Scorpio,191,Athletic,French,Everyone,2,False,False,73,2024-03-19,73,"[537, 290, 936, 514, 425, 154, 136, 838]","[189, 493, 923, 268, 344, 837, 810, 408, 277]",157,19,0.73,2023-05-05,"[215, 732, 970, 957, 247, 463, 510, 413, 783, 208, 850, 937, 232, 203, 553, 124]"
780,Lauren Lane,19,M,Detroit,38.581572,-117.161087,"art, photography, travel",Draw price leader officer during home say almost budget commercial government simply.,Long-term,Extrovert,INFJ,Bachelor’s,Air cabin crew,Aquarius,193,Curvy,Hindi,Everyone,1,True,False,78,2024-03-21,39,"[732, 670, 663, 813, 101, 648, 868, 83, 781, 946]","[472, 166, 688, 20, 924, 635, 294, 492, 586]",242,37,0.27,2024-01-03,"[924, 970, 877, 655, 192, 305, 75, 521, 153, 193, 852, 795, 843, 548, 895, 139, 517, 518, 135, 809]"
781,Kathryn Santos,38,F,Raleigh,40.712776,-80.19179,"gaming, photography, reading",Pay bag building attention control watch ten they participant study bill year.,Casual Dating,Introvert,ISFJ,Bachelor’s,Toxicologist,Pisces,183,Athletic,"Spanish, Mandarin",Everyone,2,False,False,51,2024-03-18,60,"[127, 753, 725, 704, 413, 553, 132, 206, 656, 828, 880, 77]","[863, 362, 49, 328, 1000, 714, 576, 177, 913, 434]",281,52,0.7,2024-01-24,"[479, 845, 321, 972, 780, 280, 677, 582, 705, 287, 349, 863, 159, 624, 378, 967, 903, 861, 158, 936, 326, 777, 4, 281]"
782,Tamara Gould,18,Non-binary,Orlando,39.739236,-118.243683,"fitness, art, music",Among north time health however sure scientist every she rule best source easy.,Long-term,Ambivert,ENFP,Bachelor’s,Podiatrist,Sagittarius,166,Athletic,"Hindi, English, Spanish",Women,3,False,False,2,2024-03-13,61,"[619, 136, 803, 811, 931, 190]","[50, 673, 949, 648, 405, 834, 702, 182, 975, 930]",479,62,0.25,2023-06-22,"[178, 750, 696, 827, 747, 996, 991, 345, 521, 733, 586, 313]"
783,Joshua Thompson,42,M,Salt Lake City,42.360081,-112.074036,"music, art, photography",Western end central dream avoid which couple always.,Long-term,Introvert,INTP,Master’s,Tree surgeon,Taurus,179,Average,"French, Mandarin",Men,6,False,True,34,2024-03-27,15,"[572, 808, 410, 924, 232]","[200, 718, 910, 254, 964, 921, 456, 355, 111, 47]",64,29,0.47,2023-05-25,"[759, 849, 172, 337, 212, 145, 343, 326, 679, 851]"
784,Kenneth Mullen,40,M,Columbus,29.424122,-122.678448,"reading, cooking, sports",Suggest fill fine determine land letter its require wear notice themselves hit.,Friends,Ambivert,ENFP,Bachelor’s,"Accountant, chartered public finance",Aries,166,Athletic,"Spanish, French, English",Women,6,False,False,27,2024-03-26,51,"[413, 891, 149, 59, 855, 770, 753, 658, 433]","[575, 7, 142, 256, 333, 988, 656, 916, 908, 60]",149,28,0.82,2023-06-27,"[604, 321, 942, 793, 38, 525, 81, 199, 327, 725, 573, 719, 847, 872, 457, 258, 73, 312]"
785,Amanda Davis,48,Non-binary,Dallas,34.052235,-83.045753,"gaming, reading, fitness",Street south ready morning point live inside study almost.,Casual Dating,Introvert,ESFJ,Master’s,Site engineer,Scorpio,157,Athletic,"Spanish, French, Hindi",Men,6,True,False,18,2024-03-11,2,"[221, 96, 945, 622, 865, 749, 861, 353, 794, 82, 242, 330, 21, 663, 33]","[168, 572, 135, 726, 683, 461, 356, 77]",355,10,0.51,2023-03-18,"[705, 436, 900, 474, 65, 212, 974, 826, 103, 143, 902, 531, 361, 926, 755, 335, 985, 425, 939, 871, 423, 149, 419, 834, 682, 344, 411, 293, 941, 854]"
786,Victoria Gray,50,F,Detroit,44.977753,-96.796989,"gaming, fitness, art",By price easy science he job.,Casual Dating,Ambivert,ISTJ,Master’s,Health promotion specialist,Scorpio,151,Curvy,Spanish,Everyone,2,True,True,108,2024-03-12,24,"[727, 77, 174, 518, 476, 896]","[944, 14, 582, 866, 545, 639]",350,62,0.4,2023-08-11,"[468, 404, 552, 634, 339, 980, 560, 959, 869, 556, 666, 694]"
787,Matthew Mcfarland,29,M,New York,39.961176,-74.005974,"reading, music, photography",Size four create half job no hand south a data say single.,Casual Dating,Extrovert,ISTJ,High School,"Accountant, chartered",Aries,161,Slim,Mandarin,Women,6,True,True,34,2024-03-30,86,"[793, 925, 158, 968, 75, 592, 31, 307]","[166, 244, 237, 16, 580, 654, 901, 27, 629, 673]",275,97,0.86,2024-01-14,"[337, 299, 782, 713, 87, 405, 368, 922, 955, 876, 264, 825, 862, 895, 473, 396]"
788,Olivia Schneider,43,F,Tampa,42.360081,-115.139832,"music, reading, gaming",Want full rather place claim dark responsibility international outside candidate.,Networking,Extrovert,ENFP,PhD,Lawyer,Gemini,191,Average,"French, Mandarin, English",Women,1,True,False,98,2024-03-21,2,"[391, 828, 318, 346, 943, 704, 488, 598]","[375, 38, 336, 768, 400, 220, 344, 5, 150, 176]",302,50,0.31,2023-11-06,"[859, 999, 489, 491, 136, 212, 861, 102, 756, 917, 595, 149, 107, 899, 848, 712]"
789,Luke Wells,41,Non-binary,Sacramento,39.952583,-80.19179,"sports, reading, cooking",War outside series space college camera quickly factor cell degree eye yet.,Long-term,Ambivert,ISFJ,PhD,Multimedia specialist,Sagittarius,178,Slim,"English, Mandarin, Hindi",Women,5,False,False,117,2024-03-20,39,"[521, 424, 549, 715, 299, 524, 225, 998, 759]","[660, 991, 459, 364, 986, 457]",157,26,0.98,2023-07-06,"[486, 320, 189, 375, 327, 682, 495, 801, 593, 545, 140, 340, 87, 476, 378, 307, 377, 362]"
790,Mathew Dudley,23,Non-binary,Tampa,42.360081,-121.886329,"photography, music, cooking",Protect case main knowledge however want.,Friends,Ambivert,ESFJ,Master’s,Industrial buyer,Cancer,191,Average,"English, French",Women,3,True,False,19,2024-03-16,36,"[27, 627, 393, 59, 543, 778, 595, 40, 742, 712]","[911, 719, 983, 848, 339]",221,4,0.92,2023-04-27,"[805, 128, 32, 101, 188, 984, 596, 127, 64, 521, 726, 749, 917, 888, 871, 196, 95, 330, 967, 959]"
791,Jamie White,45,F,Kansas City,33.749001,-86.158068,"technology, art, music",Argue agree produce mother charge style left effort human return along.,Long-term,Introvert,ESFJ,Bachelor’s,"Engineer, energy",Libra,187,Athletic,Hindi,Everyone,3,True,False,94,2024-03-10,10,"[709, 244, 413, 901, 155, 632, 990, 884, 583, 389, 635]","[575, 401, 119, 110, 140, 978, 433]",16,54,0.21,2023-09-22,"[811, 353, 824, 336, 397, 545, 579, 550, 723, 64, 558, 828, 377, 227, 517, 312, 652, 638, 330, 701, 651, 201]"
792,David Reed,29,Non-binary,Las Vegas,40.760779,-87.629799,"cooking, art, gaming",National process just director father someone authority yet reveal animal sister represent technology.,Networking,Ambivert,ISFJ,Master’s,Naval architect,Capricorn,191,Curvy,"English, French",Everyone,5,False,False,99,2024-03-07,39,"[411, 930, 314, 541, 753, 723]","[715, 271, 574, 629, 52]",399,9,0.5,2023-01-09,"[897, 170, 501, 831, 863, 888, 394, 380, 537, 951, 210, 495]"
793,Keith Fleming DDS,24,F,Atlanta,28.538336,-74.005974,"photography, reading, sports",Think whose tax want add leader none coach professional cell fund.,Networking,Introvert,ENFP,PhD,Further education lecturer,Sagittarius,191,Athletic,"French, Spanish, Hindi",Women,2,True,False,65,2024-03-28,81,"[816, 592, 947, 828, 45, 493, 674]","[706, 859, 330, 246, 661, 512, 885]",226,11,0.8,2023-01-17,"[680, 218, 659, 313, 652, 507, 311, 90, 642, 393, 916, 826, 587, 300]"
794,James Martinez,34,M,Orlando,39.739236,-84.387978,"cooking, gaming, photography",On successful authority book force north outside note real resource eye.,Networking,Extrovert,ESFJ,Bachelor’s,Scientific laboratory technician,Pisces,167,Curvy,Mandarin,Everyone,5,True,True,3,2024-03-24,24,"[437, 604, 463, 276, 961, 681, 882, 86, 918]","[978, 474, 201, 727, 87, 641, 623, 427]",457,66,0.32,2023-10-25,"[544, 608, 628, 185, 713, 827, 484, 24, 519, 646, 40, 517, 512, 375, 462, 594, 630, 236]"
795,Laura Garcia,46,Non-binary,Las Vegas,27.950575,-111.891047,"gaming, travel, music",Mother ask study send watch blood product ready order.,Long-term,Introvert,ISTJ,Master’s,Chiropodist,Taurus,154,Slim,"French, English, Spanish",Men,6,False,False,70,2024-03-26,31,"[61, 714, 81, 565, 239, 271, 490]","[85, 500, 911, 509, 246, 658, 494, 224, 391]",492,9,0.22,2024-01-09,"[645, 304, 571, 357, 831, 660, 275, 708, 982, 564, 110, 191, 354, 745]"
796,Matthew Sullivan,25,M,Tampa,40.712776,-87.629799,"fitness, art, gaming",Home result up today fish almost answer heart grow sound blue want better.,Casual Dating,Ambivert,ESFJ,Master’s,Management consultant,Capricorn,151,Athletic,"French, Mandarin",Everyone,5,True,False,16,2024-03-18,77,"[26, 802, 800, 620, 692, 835, 970, 3, 792, 566, 767, 85]","[763, 343, 325, 80, 675, 39, 634, 334, 168]",409,71,0.59,2023-02-16,"[36, 463, 39, 88, 71, 913, 720, 1000, 15, 519, 258, 719, 241, 32, 219, 157, 73, 398, 596, 473, 311, 787, 868, 283]"
797,George Perez,34,F,Tampa,42.360081,-95.369804,"gaming, technology, music",Decade maintain human pretty identify feeling only employee dream.,Long-term,Ambivert,INFJ,PhD,Broadcast presenter,Pisces,167,Average,English,Women,6,True,True,2,2024-03-14,25,"[610, 713, 414, 609, 23, 689, 462, 922]","[849, 861, 191, 315, 931]",190,87,0.95,2023-01-25,"[517, 388, 955, 430, 813, 93, 160, 429, 714, 214, 331, 856, 488, 607, 67, 849]"
798,Allen Giles,35,Non-binary,Portland,25.76168,-74.005974,"music, gaming, fitness",Able note participant soon true line.,Long-term,Introvert,ISFJ,Bachelor’s,Geophysical data processor,Virgo,150,Curvy,"Spanish, English, Mandarin",Women,1,False,False,101,2024-03-03,54,"[24, 55, 487, 543, 557, 714, 636, 915, 967]","[471, 333, 884, 355, 648, 194]",17,63,0.65,2023-07-13,"[453, 484, 769, 228, 668, 165, 398, 584, 368, 974, 359, 786, 837, 975, 512, 67, 122, 986]"
799,Amy Mack,21,F,Indianapolis,38.581572,-96.796989,"technology, fitness, gaming",Suggest happen prepare yeah explain huge.,Friends,Extrovert,ENFP,PhD,Freight forwarder,Scorpio,179,Average,"Mandarin, Hindi",Women,2,True,False,96,2024-03-14,27,"[561, 826, 204, 102, 301, 42, 678]","[561, 592, 338, 235, 966, 639]",486,8,0.94,2023-05-24,"[699, 272, 313, 607, 472, 542, 419, 97, 516, 356, 152, 17, 266, 416]"
800,Charles Moore,38,M,Seattle,36.169941,-81.694361,"fitness, travel, technology",Actually contain use job price require.,Long-term,Ambivert,ENTP,Bachelor’s,Planning and development surveyor,Libra,177,Curvy,"Spanish, English, French",Men,5,True,False,37,2024-03-02,77,"[574, 147, 358, 946, 326, 757, 140, 976, 553, 303, 975, 874, 150, 597, 718]","[589, 50, 425, 364, 468, 943, 999, 133]",187,16,0.64,2023-02-19,"[741, 951, 902, 693, 626, 171, 866, 996, 829, 679, 123, 442, 173, 121, 336, 372, 853, 5, 242, 789, 519, 931, 988, 636, 305, 722, 985, 835, 333, 47]"
801,Kyle Hernandez,19,M,Columbus,41.49932,-95.369804,"art, reading, cooking",Team agree person pick anything pay city present fall language expect.,Long-term,Ambivert,ENFP,Bachelor’s,Secondary school teacher,Taurus,155,Slim,"Mandarin, French, Hindi",Everyone,2,True,False,118,2024-03-01,47,"[785, 973, 228, 787, 397, 457, 861, 696, 78]","[754, 420, 439, 150, 341, 120, 683]",155,66,0.35,2023-06-30,"[25, 113, 386, 13, 988, 426, 580, 349, 251, 191, 367, 614, 320, 93, 666, 411, 679, 935]"
802,Adam Taylor,23,Non-binary,San Diego,47.606209,-118.243683,"reading, gaming, cooking",Alone forget enter who movement life if hold decade main general career.,Casual Dating,Ambivert,ISTJ,Bachelor’s,"Psychologist, educational",Taurus,155,Slim,"Hindi, Mandarin",Women,6,True,False,21,2024-03-18,55,"[672, 734, 129, 273, 98, 295]","[631, 904, 584, 710, 311, 206, 990]",216,40,0.45,2023-01-13,"[338, 303, 547, 246, 841, 130, 994, 588, 363, 684, 534, 168]"
803,Jacob Gray,21,M,Cleveland,39.768403,-118.243683,"music, sports, fitness",Enter discussion factor modern thank article fine drive.,Friends,Extrovert,ISTJ,High School,Stage manager,Aries,192,Average,"Hindi, Spanish, English",Men,5,True,False,26,2024-03-31,62,"[516, 574, 892, 311, 631, 312, 998, 36, 610]","[455, 441, 902, 76, 12, 882, 752, 284, 397, 668]",92,26,0.99,2024-01-08,"[103, 15, 251, 911, 627, 870, 430, 743, 124, 906, 520, 216, 215, 172, 799, 897, 707, 205]"
